Source,Device Category,Hour Index,User Type,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue
********* NON-BUYERS 10-26,tablet,000159,New Visitor,1,0.00%,16.00,00:10:20,0,$0.00
********* NON-BUYERS 10-26,tablet,000160,New Visitor,1,0.00%,11.00,00:15:35,0,$0.00
********* NON-BUYERS 10-26,tablet,000160,Returning Visitor,1,0.00%,4.00,00:15:50,0,$0.00
********* NON-BUYERS 10-26,tablet,000161,New Visitor,1,0.00%,7.00,00:01:42,0,$0.00
********* NON-BUYERS 10-26,tablet,000164,Returning Visitor,1,0.00%,2.00,00:03:06,0,$0.00
********* NON-BUYERS 10-26,tablet,000166,New Visitor,1,0.00%,40.00,01:04:29,0,$0.00
********* NON-BUYERS 10-26,tablet,000166,Returning Visitor,1,0.00%,17.00,00:28:38,0,$0.00
********** BUYERS - 10-13,desktop,000002,Returning Visitor,1,0.00%,6.00,00:08:00,0,$0.00
********** BUYERS - 10-13,desktop,000003,New Visitor,1,0.00%,6.00,00:07:18,0,$0.00
********** BUYERS - 10-13,desktop,000004,New Visitor,1,0.00%,4.00,00:05:05,0,$0.00
********** BUYERS - 10-13,desktop,000005,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000007,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000009,New Visitor,1,0.00%,16.00,00:03:07,0,$0.00
********** BUYERS - 10-13,desktop,000013,Returning Visitor,1,0.00%,3.00,00:01:51,0,$0.00
********** BUYERS - 10-13,desktop,000014,New Visitor,1,0.00%,33.00,00:14:41,0,$0.00
********** BUYERS - 10-13,desktop,000014,Returning Visitor,1,100.00%,2.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000015,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000015,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000020,New Visitor,1,0.00%,29.00,00:28:41,0,$0.00
********** BUYERS - 10-13,desktop,000020,Returning Visitor,1,0.00%,2.00,00:01:01,0,$0.00
********** BUYERS - 10-13,desktop,000021,Returning Visitor,1,0.00%,22.00,00:21:48,0,$0.00
********** BUYERS - 10-13,desktop,000023,New Visitor,1,0.00%,15.00,00:13:34,1,$39.97
********** BUYERS - 10-13,desktop,000023,Returning Visitor,1,0.00%,6.00,00:04:35,0,$0.00
********** BUYERS - 10-13,desktop,000026,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000028,Returning Visitor,1,0.00%,2.00,00:00:01,0,$0.00
********** BUYERS - 10-13,desktop,000030,Returning Visitor,1,0.00%,2.00,00:00:40,0,$0.00
********** BUYERS - 10-13,desktop,000031,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000034,Returning Visitor,1,0.00%,2.00,00:00:01,0,$0.00
********** BUYERS - 10-13,desktop,000039,Returning Visitor,1,0.00%,13.00,00:19:38,0,$0.00
********** BUYERS - 10-13,desktop,000041,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000042,New Visitor,1,0.00%,1.00,01:35:35,0,$0.00
********** BUYERS - 10-13,desktop,000043,New Visitor,1,0.00%,41.00,00:18:52,0,$0.00
********** BUYERS - 10-13,desktop,000044,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000051,Returning Visitor,1,0.00%,8.00,00:09:48,0,$0.00
********** BUYERS - 10-13,desktop,000055,New Visitor,1,0.00%,3.00,00:00:23,0,$0.00
********** BUYERS - 10-13,desktop,000055,Returning Visitor,1,0.00%,13.00,00:03:58,0,$0.00
********** BUYERS - 10-13,desktop,000057,Returning Visitor,1,0.00%,5.00,00:05:18,0,$0.00
********** BUYERS - 10-13,desktop,000059,New Visitor,1,0.00%,10.00,00:18:21,0,$0.00
********** BUYERS - 10-13,desktop,000062,Returning Visitor,1,0.00%,9.00,00:11:27,0,$0.00
********** BUYERS - 10-13,desktop,000067,New Visitor,1,0.00%,3.00,00:01:03,0,$0.00
********** BUYERS - 10-13,desktop,000073,Returning Visitor,1,0.00%,6.00,00:15:10,0,$0.00
********** BUYERS - 10-13,desktop,000076,Returning Visitor,1,0.00%,5.00,00:10:47,0,$0.00
********** BUYERS - 10-13,desktop,000081,Returning Visitor,1,0.00%,21.00,00:26:37,0,$0.00
********** BUYERS - 10-13,desktop,000082,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000082,Returning Visitor,1,0.00%,3.00,00:00:06,1,$23.97
********** BUYERS - 10-13,desktop,000085,New Visitor,1,0.00%,3.00,00:26:19,0,$0.00
********** BUYERS - 10-13,desktop,000088,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000095,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000103,Returning Visitor,1,0.00%,3.00,00:00:25,0,$0.00
********** BUYERS - 10-13,desktop,000117,Returning Visitor,1,0.00%,29.00,00:18:06,0,$0.00
********** BUYERS - 10-13,desktop,000122,Returning Visitor,1,0.00%,2.00,00:00:32,0,$0.00
********** BUYERS - 10-13,desktop,000123,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000124,New Visitor,1,0.00%,5.00,00:01:30,0,$0.00
********** BUYERS - 10-13,desktop,000125,New Visitor,1,0.00%,16.00,00:06:59,1,$14.98
********** BUYERS - 10-13,desktop,000125,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000128,New Visitor,1,0.00%,35.00,00:25:42,1,$71.97
********** BUYERS - 10-13,desktop,000128,Returning Visitor,1,0.00%,4.00,00:08:56,0,$0.00
********** BUYERS - 10-13,desktop,000130,Returning Visitor,1,0.00%,10.00,00:04:10,1,$14.98
********** BUYERS - 10-13,desktop,000131,New Visitor,1,0.00%,29.00,00:27:47,0,$0.00
********** BUYERS - 10-13,desktop,000132,Returning Visitor,1,0.00%,11.00,00:06:57,1,$62.70
********** BUYERS - 10-13,desktop,000134,New Visitor,1,0.00%,12.00,00:08:30,0,$0.00
********** BUYERS - 10-13,desktop,000135,New Visitor,1,0.00%,5.00,00:18:06,0,$0.00
********** BUYERS - 10-13,desktop,000136,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000138,Returning Visitor,1,0.00%,3.00,00:00:33,0,$0.00
********** BUYERS - 10-13,desktop,000139,Returning Visitor,1,0.00%,6.00,00:03:41,0,$0.00
********** BUYERS - 10-13,desktop,000140,New Visitor,1,0.00%,40.00,00:21:16,0,$0.00
********** BUYERS - 10-13,desktop,000140,Returning Visitor,1,0.00%,8.00,00:05:09,0,$0.00
********** BUYERS - 10-13,desktop,000141,Returning Visitor,1,0.00%,4.00,00:02:38,0,$0.00
********** BUYERS - 10-13,desktop,000147,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000149,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000152,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000153,Returning Visitor,1,0.00%,2.00,00:00:44,0,$0.00
********** BUYERS - 10-13,desktop,000154,Returning Visitor,1,0.00%,3.00,00:01:11,0,$0.00
********** BUYERS - 10-13,desktop,000155,New Visitor,1,0.00%,2.00,00:00:39,0,$0.00
********** BUYERS - 10-13,desktop,000159,New Visitor,1,0.00%,2.00,00:00:05,0,$0.00
********** BUYERS - 10-13,desktop,000159,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000161,New Visitor,1,0.00%,29.00,00:00:14,1,$60.40
********** BUYERS - 10-13,desktop,000163,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,desktop,000167,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000000,New Visitor,1,0.00%,10.00,00:03:42,0,$0.00
********** BUYERS - 10-13,mobile,000002,New Visitor,1,0.00%,7.00,00:03:21,0,$0.00
********** BUYERS - 10-13,mobile,000004,New Visitor,1,0.00%,17.00,00:08:56,0,$0.00
********** BUYERS - 10-13,mobile,000004,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000008,New Visitor,1,0.00%,3.00,00:00:12,0,$0.00
********** BUYERS - 10-13,mobile,000009,New Visitor,1,0.00%,18.00,01:17:04,0,$0.00
********** BUYERS - 10-13,mobile,000033,New Visitor,1,0.00%,2.00,00:01:10,0,$0.00
********** BUYERS - 10-13,mobile,000034,New Visitor,1,0.00%,2.00,00:00:22,0,$0.00
********** BUYERS - 10-13,mobile,000035,New Visitor,1,0.00%,6.00,00:17:55,0,$0.00
********** BUYERS - 10-13,mobile,000040,New Visitor,1,0.00%,3.00,00:00:52,0,$0.00
********** BUYERS - 10-13,mobile,000045,New Visitor,1,0.00%,51.00,00:29:17,1,$47.78
********** BUYERS - 10-13,mobile,000046,New Visitor,1,0.00%,4.00,00:04:09,0,$0.00
********** BUYERS - 10-13,mobile,000046,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000047,Returning Visitor,1,0.00%,7.00,00:01:02,0,$0.00
********** BUYERS - 10-13,mobile,000049,Returning Visitor,1,0.00%,4.00,00:09:17,0,$0.00
********** BUYERS - 10-13,mobile,000050,Returning Visitor,1,0.00%,3.00,00:00:12,0,$0.00
********** BUYERS - 10-13,mobile,000051,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000052,New Visitor,1,0.00%,2.00,00:00:03,0,$0.00
********** BUYERS - 10-13,mobile,000053,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000056,New Visitor,1,0.00%,7.00,00:07:21,0,$0.00
********** BUYERS - 10-13,mobile,000057,New Visitor,1,0.00%,4.00,00:01:16,0,$0.00
********** BUYERS - 10-13,mobile,000057,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000058,New Visitor,1,0.00%,3.00,00:00:46,0,$0.00
********** BUYERS - 10-13,mobile,000061,New Visitor,1,0.00%,4.00,00:01:54,0,$0.00
********** BUYERS - 10-13,mobile,000062,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000062,Returning Visitor,1,100.00%,10.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000063,Returning Visitor,1,0.00%,4.00,00:01:56,0,$0.00
********** BUYERS - 10-13,mobile,000064,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000068,New Visitor,1,0.00%,3.00,00:01:29,0,$0.00
********** BUYERS - 10-13,mobile,000071,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000075,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000076,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000077,New Visitor,1,0.00%,8.00,00:37:10,0,$0.00
********** BUYERS - 10-13,mobile,000078,Returning Visitor,1,0.00%,5.00,00:01:33,0,$0.00
********** BUYERS - 10-13,mobile,000083,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000087,Returning Visitor,1,0.00%,24.00,00:01:39,1,$32.97
********** BUYERS - 10-13,mobile,000088,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000090,Returning Visitor,1,100.00%,37.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000091,New Visitor,1,0.00%,4.00,00:33:41,0,$0.00
********** BUYERS - 10-13,mobile,000093,Returning Visitor,1,0.00%,2.00,00:00:45,0,$0.00
********** BUYERS - 10-13,mobile,000098,Returning Visitor,1,0.00%,8.00,00:02:13,0,$0.00
********** BUYERS - 10-13,mobile,000100,New Visitor,1,0.00%,12.00,00:06:32,0,$0.00
********** BUYERS - 10-13,mobile,000101,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000104,New Visitor,1,0.00%,3.00,00:02:46,0,$0.00
********** BUYERS - 10-13,mobile,000105,Returning Visitor,1,0.00%,5.00,00:05:12,0,$0.00
********** BUYERS - 10-13,mobile,000130,New Visitor,1,0.00%,4.00,00:02:16,0,$0.00
********** BUYERS - 10-13,mobile,000137,New Visitor,1,0.00%,2.00,00:01:09,0,$0.00
********** BUYERS - 10-13,mobile,000141,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000142,New Visitor,1,0.00%,9.00,00:20:22,0,$0.00
********** BUYERS - 10-13,mobile,000145,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000146,Returning Visitor,1,0.00%,2.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000147,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000147,Returning Visitor,1,0.00%,8.00,00:37:34,0,$0.00
********** BUYERS - 10-13,mobile,000148,Returning Visitor,1,0.00%,10.00,00:03:44,0,$0.00
********** BUYERS - 10-13,mobile,000150,New Visitor,1,100.00%,4.00,00:00:00,0,$0.00
********** BUYERS - 10-13,mobile,000152,New Visitor,1,0.00%,15.00,00:46:47,0,$0.00
********** BUYERS - 10-13,tablet,000004,New Visitor,1,0.00%,2.00,00:43:20,0,$0.00
********** BUYERS - 10-13,tablet,000005,Returning Visitor,1,0.00%,3.00,00:01:40,0,$0.00
********** BUYERS - 10-13,tablet,000009,New Visitor,1,0.00%,3.00,00:13:42,0,$0.00
********** BUYERS - 10-13,tablet,000011,Returning Visitor,1,0.00%,12.00,00:28:55,0,$0.00
********** BUYERS - 10-13,tablet,000013,New Visitor,1,0.00%,3.00,00:00:13,0,$0.00
********** BUYERS - 10-13,tablet,000016,New Visitor,1,0.00%,2.00,00:01:30,0,$0.00
********** BUYERS - 10-13,tablet,000017,New Visitor,1,0.00%,9.00,00:09:33,0,$0.00
********** BUYERS - 10-13,tablet,000018,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000018,Returning Visitor,1,0.00%,3.00,00:01:40,0,$0.00
********** BUYERS - 10-13,tablet,000020,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000020,Returning Visitor,1,0.00%,14.00,02:16:42,0,$0.00
********** BUYERS - 10-13,tablet,000021,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000021,Returning Visitor,1,0.00%,25.00,00:12:07,0,$0.00
********** BUYERS - 10-13,tablet,000022,Returning Visitor,1,0.00%,33.00,00:04:09,0,$0.00
********** BUYERS - 10-13,tablet,000027,New Visitor,1,0.00%,2.00,00:13:39,0,$0.00
********** BUYERS - 10-13,tablet,000029,New Visitor,1,0.00%,2.00,02:04:59,0,$0.00
********** BUYERS - 10-13,tablet,000031,New Visitor,1,0.00%,82.00,01:20:56,0,$0.00
********** BUYERS - 10-13,tablet,000032,Returning Visitor,1,0.00%,9.00,00:09:56,0,$0.00
********** BUYERS - 10-13,tablet,000037,Returning Visitor,1,0.00%,14.00,00:19:03,0,$0.00
********** BUYERS - 10-13,tablet,000042,Returning Visitor,1,0.00%,15.00,00:22:32,0,$0.00
********** BUYERS - 10-13,tablet,000043,New Visitor,1,0.00%,2.00,00:07:34,0,$0.00
********** BUYERS - 10-13,tablet,000044,Returning Visitor,1,0.00%,2.00,00:00:15,0,$0.00
********** BUYERS - 10-13,tablet,000045,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000049,Returning Visitor,1,0.00%,2.00,00:13:41,0,$0.00
********** BUYERS - 10-13,tablet,000059,New Visitor,1,0.00%,56.00,01:05:10,0,$0.00
********** BUYERS - 10-13,tablet,000061,Returning Visitor,1,0.00%,4.00,00:00:08,0,$0.00
********** BUYERS - 10-13,tablet,000073,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000079,Returning Visitor,1,0.00%,22.00,00:19:55,0,$0.00
********** BUYERS - 10-13,tablet,000089,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000091,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000092,Returning Visitor,1,0.00%,5.00,00:09:43,0,$0.00
********** BUYERS - 10-13,tablet,000093,Returning Visitor,1,100.00%,4.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000095,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000102,Returning Visitor,1,0.00%,4.00,00:00:39,0,$0.00
********** BUYERS - 10-13,tablet,000103,Returning Visitor,1,0.00%,2.00,00:00:25,0,$0.00
********** BUYERS - 10-13,tablet,000113,Returning Visitor,1,0.00%,27.00,00:16:02,0,$0.00
********** BUYERS - 10-13,tablet,000115,Returning Visitor,1,0.00%,11.00,00:08:43,1,$14.98
********** BUYERS - 10-13,tablet,000116,Returning Visitor,1,0.00%,2.00,00:01:00,0,$0.00
********** BUYERS - 10-13,tablet,000119,Returning Visitor,1,0.00%,6.00,00:01:35,0,$0.00
********** BUYERS - 10-13,tablet,000121,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000125,New Visitor,1,0.00%,4.00,00:00:31,0,$0.00
********** BUYERS - 10-13,tablet,000125,Returning Visitor,1,0.00%,7.00,00:01:38,1,$24.97
********** BUYERS - 10-13,tablet,000126,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000126,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000127,Returning Visitor,1,0.00%,10.00,02:48:40,0,$0.00
********** BUYERS - 10-13,tablet,000130,New Visitor,1,0.00%,12.00,00:09:52,1,$24.98
********** BUYERS - 10-13,tablet,000131,Returning Visitor,1,0.00%,2.00,00:01:31,0,$0.00
********** BUYERS - 10-13,tablet,000132,New Visitor,1,0.00%,66.00,00:37:39,0,$0.00
********** BUYERS - 10-13,tablet,000133,Returning Visitor,1,0.00%,7.00,00:02:37,1,$34.97
********** BUYERS - 10-13,tablet,000134,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000134,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000142,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000147,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000150,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000159,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000159,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000163,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
********** BUYERS - 10-13,tablet,000165,New Visitor,1,0.00%,2.00,00:01:59,0,$0.00
********** BUYERS - 10-13,tablet,000165,Returning Visitor,1,0.00%,68.00,00:16:50,0,$0.00
********** BUYERS - 10-13,tablet,000166,New Visitor,1,0.00%,22.00,00:14:10,0,$0.00
**********+BUYERS+-+10-13,mobile,000011,Returning Visitor,1,0.00%,7.00,00:26:51,0,$0.00
**********+BUYERS+-+10-13,mobile,000013,Returning Visitor,1,0.00%,5.00,00:08:10,0,$0.00
**********+BUYERS+-+10-13,mobile,000018,Returning Visitor,1,0.00%,2.00,00:06:33,0,$0.00
**********+BUYERS+-+10-13,mobile,000021,Returning Visitor,1,0.00%,4.00,00:02:38,0,$0.00
**********+BUYERS+-+10-13,mobile,000024,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
**********+BUYERS+-+10-13,mobile,000026,Returning Visitor,1,0.00%,7.00,00:04:02,0,$0.00
**********+BUYERS+-+10-13,mobile,000043,Returning Visitor,1,0.00%,7.00,00:01:30,0,$0.00
**********+BUYERS+-+10-13,mobile,000069,Returning Visitor,1,0.00%,11.00,00:04:22,0,$0.00
**********+BUYERS+-+10-13,mobile,000156,Returning Visitor,1,0.00%,2.00,00:00:06,0,$0.00
**********+BUYERS+-+10-13,mobile,000158,Returning Visitor,1,0.00%,16.00,00:11:11,0,$0.00
**********+BUYERS+-+10-13,mobile,000162,Returning Visitor,1,0.00%,5.00,00:01:38,0,$0.00
**********+BUYERS+-+10-13,tablet,000156,Returning Visitor,1,0.00%,2.00,00:00:11,0,$0.00
*********+NON-BUYERS+10-26,desktop,000028,Returning Visitor,1,0.00%,4.00,00:08:14,0,$0.00
*********+NON-BUYERS+10-26,desktop,000036,Returning Visitor,1,0.00%,13.00,00:06:28,0,$0.00
*********+NON-BUYERS+10-26,desktop,000054,Returning Visitor,1,0.00%,4.00,00:03:06,0,$0.00
*********+NON-BUYERS+10-26,desktop,000138,Returning Visitor,1,0.00%,5.00,00:00:44,0,$0.00
*********+NON-BUYERS+10-26,desktop,000150,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
*********+NON-BUYERS+10-26,desktop,000158,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
*********+NON-BUYERS+10-26,mobile,000014,Returning Visitor,1,0.00%,2.00,00:00:57,0,$0.00
*********+NON-BUYERS+10-26,mobile,000015,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
*********+NON-BUYERS+10-26,mobile,000041,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
*********+NON-BUYERS+10-26,mobile,000043,Returning Visitor,1,0.00%,4.00,00:02:19,0,$0.00
*********+NON-BUYERS+10-26,mobile,000085,Returning Visitor,1,0.00%,2.00,00:00:08,0,$0.00
*********+NON-BUYERS+10-26,mobile,000101,Returning Visitor,1,0.00%,3.00,00:00:27,0,$0.00
*********+NON-BUYERS+10-26,mobile,000130,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
*********+NON-BUYERS+10-26,mobile,000132,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
*********+NON-BUYERS+10-26,mobile,000135,Returning Visitor,1,0.00%,2.00,00:00:28,0,$0.00
*********+NON-BUYERS+10-26,mobile,000137,Returning Visitor,1,0.00%,4.00,00:01:03,0,$0.00
*********+NON-BUYERS+10-26,mobile,000138,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
*********+NON-BUYERS+10-26,mobile,000140,Returning Visitor,1,0.00%,2.00,00:01:01,0,$0.00
*********+NON-BUYERS+10-26,mobile,000142,Returning Visitor,1,0.00%,11.00,00:07:39,0,$0.00
*********+NON-BUYERS+10-26,mobile,000150,Returning Visitor,1,0.00%,3.00,00:00:27,0,$0.00
*********+NON-BUYERS+10-26,mobile,000154,Returning Visitor,1,0.00%,9.00,00:04:39,0,$0.00
*********+NON-BUYERS+10-26,mobile,000156,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
*********+NON-BUYERS+10-26,mobile,000157,Returning Visitor,1,0.00%,9.00,00:11:29,0,$0.00
*********+NON-BUYERS+10-26,mobile,000159,Returning Visitor,1,0.00%,31.00,00:11:25,0,$0.00
*********+NON-BUYERS+10-26,mobile,000160,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
*********+NON-BUYERS+10-26,mobile,000161,Returning Visitor,1,0.00%,7.00,00:01:06,0,$0.00
*********+NON-BUYERS+10-26,mobile,000162,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
*********+NON-BUYERS+10-26,tablet,000014,Returning Visitor,1,0.00%,43.00,00:27:01,0,$0.00
*********+NON-BUYERS+10-26,tablet,000052,Returning Visitor,1,0.00%,2.00,00:00:29,0,$0.00
*********+NON-BUYERS+10-26,tablet,000079,Returning Visitor,1,0.00%,2.00,00:00:19,0,$0.00
Abandoned Carts - Standard,desktop,000017,Returning Visitor,1,0.00%,2.00,00:00:40,0,$0.00
Abandoned Carts - Standard,desktop,000031,Returning Visitor,1,0.00%,1.00,00:01:48,0,$0.00
Abandoned Carts - Standard,desktop,000041,New Visitor,1,0.00%,13.00,00:06:58,1,$28.98
Abandoned Carts - Standard,desktop,000057,Returning Visitor,1,0.00%,6.00,00:00:44,1,$79.98
Abandoned Carts - Standard,desktop,000106,New Visitor,1,0.00%,4.00,00:01:12,1,$93.95
Abandoned Carts - Standard,desktop,000109,Returning Visitor,1,0.00%,2.00,00:00:00,0,$0.00
Abandoned Carts - Standard,desktop,000118,New Visitor,1,0.00%,4.00,00:00:56,1,$14.97
Abandoned Carts - Standard,desktop,000132,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
Abandoned Carts - Standard,desktop,000151,Returning Visitor,1,0.00%,4.00,00:01:53,1,$9.98
Abandoned Carts - Standard,desktop,000154,Returning Visitor,1,0.00%,6.00,00:03:27,1,$30.98
Abandoned Carts - Standard,desktop,000157,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
Abandoned Carts - Standard,mobile,000000,New Visitor,1,0.00%,3.00,00:00:51,0,$0.00
Abandoned Carts - Standard,mobile,000003,New Visitor,1,0.00%,12.00,00:36:49,0,$0.00
Abandoned Carts - Standard,mobile,000007,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
Abandoned Carts - Standard,mobile,000009,Returning Visitor,1,0.00%,4.00,00:15:58,0,$0.00
Abandoned Carts - Standard,mobile,000011,Returning Visitor,1,0.00%,4.00,00:00:03,0,$0.00
Abandoned Carts - Standard,mobile,000018,New Visitor,1,100.00%,1.00,00:00:00,0,$0.00
Abandoned Carts - Standard,mobile,000018,Returning Visitor,1,0.00%,12.00,00:23:24,1,$157.00
Abandoned Carts - Standard,mobile,000020,Returning Visitor,1,0.00%,12.00,00:04:31,1,$36.98
Abandoned Carts - Standard,mobile,000025,Returning Visitor,1,0.00%,2.00,00:00:02,0,$0.00
Abandoned Carts - Standard,mobile,000031,Returning Visitor,1,0.00%,3.00,00:00:21,0,$0.00
Abandoned Carts - Standard,mobile,000032,Returning Visitor,1,0.00%,3.00,00:02:25,0,$0.00
Abandoned Carts - Standard,mobile,000033,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
Abandoned Carts - Standard,mobile,000034,Returning Visitor,1,0.00%,9.00,00:01:27,1,$67.98
Abandoned Carts - Standard,mobile,000035,Returning Visitor,1,0.00%,2.00,00:00:19,0,$0.00
Abandoned Carts - Standard,mobile,000037,New Visitor,1,0.00%,5.00,00:06:06,1,$94.05
Abandoned Carts - Standard,mobile,000038,New Visitor,1,0.00%,4.00,00:01:28,0,$0.00
Abandoned Carts - Standard,mobile,000041,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
Abandoned Carts - Standard,mobile,000043,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
Abandoned Carts - Standard,mobile,000046,Returning Visitor,1,100.00%,1.00,00:00:00,0,$0.00
Abandoned Carts - Standard,mobile,000050,New Visitor,1,0.00%,6.00,00:06:32,0,$0.00
Abandoned Carts - Standard,mobile,000051,Returning Visitor,1,0.00%,11.00,00:04:40,0,$0.00
